fact_id,source_id,publisher,doc_type,species,substance,scientific_name,toxic_part,threshold_type,dose,unit,max_value,basis,life_stage,feeding_level,triage_level,effect,signs,onset,escalation_conditions,quote,locator,accessed_at,citation,extracted_by,note
F-078-009,S-078,Zubair Khalid DVM (개인 사이트),emergency,bird,오존 발생·이온식 공기청정기,,,,,,,,,,,,,,,,"""Creating a Bird-Safe Indoor Environment"" 항목",2026-07-31,,ohb,"원문: HEPA 필터는 권장하되 오존을 발생시키는 이온식 청정기는 피할 것(오존은 조류에 독성). 같은 항목에 권장 상대습도 40~60% 가 제시되어 있으나 용량 임계치가 아니므로 dose 공란. ⚠️ 본 자료는 AI 생성이 의심되는 개인 사이트(01b 판정 유지) — 단독 근거로 사용 금지, 교차검증 필요."
F-091-001,S-091,Lafeber,toxicity_food,bird,초콜릿(테오브로민·카페인),,,,,,,,,NEVER,,사망 가능,과다행동|심박수 증가|떨림|발작,,,,"""Foods On Your Avian Vet's Do Not Feed List"" 절 — ""Chocolate"" 항목",2026-07-31,,ohb,원문 'ingested at a toxic dose' 표현만 있고 수치 없음 — dose·threshold_type 공란. 다크·쓴맛일수록 독성 강함.
F-091-002,S-091,Lafeber,toxicity_food,bird,아보카도(퍼신),,전체(식물 전 부위),,,,,,,NEVER,,심장 독성,호흡곤란,12시간,,,"""Foods On Your Avian Vet's Do Not Feed List"" 절 — ""Avocado"" 항목",2026-07-31,,ohb,원문: 섭취 후 1~2일 이내 사망 가능. 카나리아·버지 등 소형조류가 더 민감하나 다른 종에서도 임상징후 관찰. 퍼신을 'fungicidal toxin' 으로 기술(S-005 는 'toxic principle' 로만 기술).
F-091-003,S-091,Lafeber,toxicity_food,bird,양파·마늘(Allium),,,,,,,,,NEVER,,치명적 중독,,,,,"""Foods On Your Avian Vet's Do Not Feed List"" 절 — ""Onion & Garlic"" 항목",2026-07-31,,ohb,"원문: 마늘가루·양파수프믹스 등 농축 형태가 더 강함. 대파를 다량 급여한 거위, 마늘을 다량 급여한 코뉴어에서 치사 독성 보고 — 수치 없음."
F-091-004,S-091,Lafeber,toxicity_food,bird,컴프리(comfrey),,,,,,,,,NEVER,,간 손상,,,,,"""Foods On Your Avian Vet's Do Not Feed List"" 절 — ""Comfrey"" 항목",2026-07-31,,ohb,원문 근거는 사람 의학 연구 — 조류 직접 근거 아님.
F-091-005,S-091,Lafeber,toxicity_food,bird,핵과 씨앗·사과씨(시안화물),,씨,,,,,,,NEVER,,시안화물 중독,,,,,"""Foods On Your Avian Vet's Do Not Feed List"" 절 — ""Fruit Pits & Apple Seeds"" 항목",2026-07-31,,ohb,원문: 깍둑썬 사과 과육은 괜찮으나 씨는 반드시 제거. 체리·자두·살구·복숭아 씨는 절대 씹게 하지 말 것. S-071 은 '가끔 한 알은 해롭지 않다'고 하여 강도가 다름 — 팀장 확인.
F-091-006,S-091,Lafeber,toxicity_food,bird,고지방·고염분·고당분 식품,,,,,,,,,NEVER,,중대한 건강 문제,,,,,"""Foods On Your Avian Vet's Do Not Feed List"" 절 — ""High-Fat, High-Sodium, High-Sugar Foods"" 항목",2026-07-31,,ohb,원문 'Although not technically toxic' — 엄밀히는 독성이 아니라고 명시. 소스·소금·버터를 넣기 전 면만 주라고 예시.
F-091-007,S-091,Lafeber,toxicity_food,bird,자일리톨(무설탕 캔디),,,,,,,,,NEVER,,중증 저혈당|간 손상,,,,,"""Foods On Your Avian Vet's Do Not Feed List"" 절 — ""Sugar-Free Candy"" 항목",2026-07-31,,ohb,원문이 제시한 근거는 개에서의 보고뿐 — 조류 직접 근거 아님.
F-091-008,S-091,Lafeber,toxicity_food,bird,곰팡이 핀 땅콩·곡물(진균 독소),,,,,,,,,CAUTION,,,,,,,"""Not Recommended But Are Sometimes Fed Without Incident"" 절 — ""Peanuts"" 항목",2026-07-31,,ohb,"원문: 곰팡이 핀 땅콩·땅콩 제품, 옥수수 등 곡물이 독소 생성 진균에 오염될 수 있음."
F-091-009,S-091,Lafeber,toxicity_plant,bird,가지과 식물체(녹색 토마토·감자·고추·가지),,잎|줄기(식물체),,,,,,,CAUTION,,,,,,,"""Not Recommended But Are Sometimes Fed Without Incident"" 절 — ""Certain Plants"" 항목",2026-07-31,,ohb,원문: 열매는 먹을 수 있으나 식물체 자체는 독성.
F-091-010,S-091,Lafeber,toxicity_plant,bird,대황 잎(옥살산 결정),,잎,,,,,,,CAUTION,,신장 문제,,,,,"""Not Recommended But Are Sometimes Fed Without Incident"" 절 — ""Certain Plants"" 항목",2026-07-31,,ohb,
F-091-011,S-091,Lafeber,nutrition,bird,그릿(grit),,,,,,,,,CAUTION,,장 폐색 가능,,,,,"""Not Recommended But Are Sometimes Fed Without Incident"" 절 — ""Grit"" 항목",2026-07-31,,ohb,원문: 앵무류는 그릿이 필요 없으며 버지(사랑앵무)·코카티엘·러브버드는 컨디션이 나쁠 때 과식해 장 폐색으로 이어질 수 있음. 비둘기·집비둘기 등 씨앗을 통째 삼키는 종에는 소화에 도움.
F-091-012,S-091,Lafeber,toxicity_food,bird,유제품(유당),,,,,,,,,CAUTION,,설사,설사,,,,"""Not Recommended But Are Sometimes Fed Without Incident"" 절 — ""Dairy"" 항목",2026-07-31,,ohb,원문: 조류는 유당을 소화하지 못하며 식이 내 비율이 늘수록 설사. 일부 치즈·요거트는 유당이 적으나 그래도 소량·간식으로만 급여.
F-091-013,S-091,Lafeber,toxicity_food,bird,거짓 곰보버섯(Gyromitra),Gyromitra,,,,,,,,NEVER,,사망 가능,,,,,"""Not Recommended But Are Sometimes Fed Without Incident"" 절 — ""Mushrooms"" 항목",2026-07-31,,ohb,원문: 사람이 먹을 수 있는 버섯은 반려동물에게도 안전하다고 보나 거짓 곰보버섯은 급여 금지. 가열해도 사망 위험이 완전히 사라지지 않음.
F-092-001,S-092,Niles Animal Hospital,emergency,bird,저체온(보온 부족),,,,,,,,,,,저체온증,깃털 부풀림|날개 뒤로 머리 파묻기|졸린 듯 눈 감기,,,,"""Basic First Aid Principles"" 절",2026-07-31,,ohb,"⚠️ 원문에 병조 유지 온도 85-90 degrees F 가 명시되어 있음 — 체중당 임계치가 아닌 환경 온도이므로 조류 특칙(D-09)에 따라 dose 를 비우고 값을 여기에 보존. 팀장 확인. 원문 조치: 인큐베이터/브루더가 이상적이며, 소형조는 케이지 옆면에 히팅패드를 대고 랩으로 감싸고, 대형조는 적외선 히트램프를 케이지 근처에 두되 새가 열원을 피할 수 있게 배치. 새는 에너지 대부분을 체온 유지에 쓰므로 아프거나 다치면 급속히 저체온에 빠진다고 원문이 강조. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-002,S-092,Niles Animal Hospital,symptom,bird,질병 징후(조기 인지),,,,,,,,,,,,배설물의 수·색·농도 변화|식음수 감소|태도·성격·행동 변화|호흡 변화|비정상 호흡음|체중 감소|자세 변화|깃털 발육·외관 이상|깃 고르기 중단|자기 훼손|입·콧구멍·눈 분비물|총배설강 주변 오염|구토·토출|비정상 종창|출혈 또는 마른 혈흔,,,,"""Recognizing Signs of Illness"" 절",2026-07-31,,ohb,원문: 새는 야생의 방어기제로 질병을 숨기므로 보호자가 평소 정상 상태를 알고 이탈을 관찰해야 한다. 응급 내원의 가장 흔한 이유가 인지되지 않은 질병의 악화라고 명시. 행동 지시 문구가 없어 triage_level 공란.
F-092-003,S-092,Niles Animal Hospital,emergency,bird,부러진 혈우(blood feather) 출혈,,,,,,,,,,MONITOR,출혈,,,깃대(feather stump)를 제거하지 못함|압박·지혈분말로도 출혈이 멎지 않음|출혈량이 많음,,"""Common Avian Emergencies"" 절 — Broken Blood Feather",2026-07-31,,ohb,"원문 조치: 보정 후 지혈겸자·니들노즈 플라이어로 부러진 깃대를 단단히 잡아 뽑고, 열린 모낭에 압박 지혈. 지혈 후 따뜻하고 어두운 케이지에서 안정시키며 출혈이 멎었는지 주기적으로 확인. 지혈분말(퀵스탑·스티프틱 파우더 등, 급할 때 밀가루·옥수수전분·베이킹소다) 사용. 깃대를 못 뽑으면 응급 진료를 받으라고 지시하므로 MONITOR + escalation. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-004,S-092,Niles Animal Hospital,emergency,bird,구강·비강 출혈,,,,,,,,,,EMERGENCY,출혈,,,,,"""Common Avian Emergencies"" 절 — Bleeding from Mouth or Nostrils",2026-07-31,,ohb,"원문 'Serious emergency situation and should receive immediate veterinary care.' 부리 손상이 확인된 경우가 아니면 무조건 내원. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-005,S-092,Niles Animal Hospital,emergency,bird,화상,,,,,,,,,,VISIT_SOON,화상,,,,,"""Common Avian Emergencies"" 절 — Burns",2026-07-31,,ohb,"원문 조치: 찬물을 충분히 적용하고 알로에베라 젤 등 기름기 없는 진정 제제를 국소 도포한 뒤 추가 평가를 위해 진료. 'Seek veterinary care for further evaluation' → VISIT_SOON. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-006,S-092,Niles Animal Hospital,emergency,bird,골절,,,,,,,,,,EMERGENCY,골절,,,,,"""Common Avian Emergencies"" 절 — Fractures",2026-07-31,,ohb,"원문 조치: 골절부 고정, 노출된 골단에 항생제 연고, 개방 창상에 생리식염수 적신 멸균 드레싱, 보온·안정 후 'Seek immediate veterinary care'. 부목·붕대 경험이 없으면 시도하지 말라고 원문이 경고. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-007,S-092,Niles Animal Hospital,emergency,bird,뇌진탕(벽·창문 충돌),,,,,,,,,,MONITOR,뇌진탕,,,빠르게 정상으로 회복하지 않음|신경학적 이상이 지속됨,,"""Common Avian Emergencies"" 절 — Concussions",2026-07-31,,ohb,"원문 조치: 보온하고 어두운 케이지·상자에 둔다. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-008,S-092,Niles Animal Hospital,emergency,bird,독성 관엽식물 섭취,,,,,,,,,,CALL_NOW,식물 중독,,,,,"""Common Avian Emergencies"" 절 — Ingestion of Toxic Houseplants",2026-07-31,,ohb,"원문 조치: 예방이 최선. 섭취 시 입안을 최대한 헹구고 남은 조각을 제거하며, 펩토비스몰·카오펙테이트 몇 방울이 위장관을 코팅해 일부 독소 흡수를 늦출 수 있음. 이후 'contact your veterinarian for advice' → CALL_NOW. 원문은 새가 대개 식물을 삼키기보다 찢고 장 통과시간이 짧아 식물 중독이 흔하지 않다고도 서술 — 다른 자료(S-007·S-071)의 식물 위험 강조와 톤이 다름. 팀장 확인. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-009,S-092,Niles Animal Hospital,emergency,bird,유독 가스·연기 노출,,,,,,,,,,EMERGENCY,,,,호흡곤란 징후가 보임,,"""Common Avian Emergencies"" 절 — Toxic Fumes",2026-07-31,,ohb,"원문 조치: 이상한 냄새·연기를 감지하면 즉시 새를 환기가 잘 되는 곳(필요하면 집 밖)으로 옮기고 선풍기·창문으로 환기. 호흡 곤란 징후가 있으면 'seek veterinary care immediately' → EMERGENCY. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-010,S-092,Niles Animal Hospital,symptom,bird,구토,,,,,,,,,,MONITOR,탈수|급격한 컨디션 저하,구토,,구토가 지속됨,,"""Common Avian Emergencies"" 절 — Vomiting",2026-07-31,,ohb,"원문 조치: 질병·이물·중독·대사질환 등 원인을 파악하고 보온, 소량의 펩토비스몰이 도움이 될 수 있음. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-011,S-092,Niles Animal Hospital,symptom,bird,배설물 내 혈액,,,,,,,,,,EMERGENCY,중금속(납·아연) 중독 의심,혈뇨|혈색소뇨|배설물 표면의 혈액|검고 끈적한 배설물,,,,"""Common Avian Emergencies"" 절 — Blood in Droppings",2026-07-31,,ohb,"원문: 반려조 배설물 혈액의 가장 흔한 원인 중 하나가 중금속(특히 납·아연) 중독이며 혈뇨·혈색소뇨를 유발. 장·총배설강 감염, 총배설강 종물, 난산에서도 관찰. 검고 끈적한 변은 소장 상부 출혈 시사. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-012,S-092,Niles Animal Hospital,emergency,bird,고양이 교상,Pasteurella multocida,,,,,,,,,EMERGENCY,패혈증|급사,,,,,"""Common Avian Emergencies"" 절 — Cat Bites",2026-07-31,,ohb,"원문: 상처가 사소해 보여도 고양이 입·발톱의 Pasteurella multocida 가 패혈증을 일으켜 급사로 이어질 수 있어 별도 항목으로 기술. scientific_name 에 병원체 학명을 넣었으나 이 컬럼은 본래 동식물 학명용 — 팀장 확인. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-013,S-092,Niles Animal Hospital,emergency,bird,난관 폐색(egg binding),,,,,,,,산란기,,EMERGENCY,난관 폐색|총배설강·난관 탈출,,,,,"""Common Avian Emergencies"" 절 — Egg Binding",2026-07-31,,ohb,"원문 조치: 보온하고 칼슘 제제를 공급. 알이 보이면 하복부를 따뜻한 물에 담그면 배출에 도움이 되며 식물성유·미네랄오일을 알과 총배설강에 소량 사용. 압력을 가하면 알이 파열될 수 있으니 금지. 탈출(prolapse)이 생기면 즉시 진료. 원인은 흔히 칼슘 보충 부족. life_stage 는 원문 서술(산란 관련)에 근거해 '산란기'로 기재 — 팀장 확인. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-014,S-092,Niles Animal Hospital,emergency,bird,"고열(hyperthermia, 과열)",,,,,,,,,,MONITOR,과열,,,상태가 호전되지 않음,,"""Common Avian Emergencies"" 절 — Hyperthermia (overheating)",2026-07-31,,ohb,"원문 조치: 발과 몸에 찬물을 분무하고 발에 소독용 알코올을 발라 냉각을 촉진. 'Monitor condition. If condition is not resolving seek veterinary care.' — 지침의 MONITOR 예시와 동일 문형. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-092-015,S-092,Niles Animal Hospital,emergency,bird,발작(seizure),,,,,,,,,,EMERGENCY,발작,발작,,,,"""Common Avian Emergencies"" 절 — Seizures",2026-07-31,,ohb,"원문 'Definitely a veterinary emergency, seek care immediately.' 조치: 어두운 상자에 두고 보온. 원인이 다양해 진단 검사가 필요하다고 명시. triage 판정 기준(본 자료 전체 일관 적용): 'seek (immediate) veterinary care immediately' → EMERGENCY, 'contact your veterinarian' → CALL_NOW, 'seek veterinary care (평가 목적)' → VISIT_SOON, 'Monitor condition. If not resolving …' → MONITOR. 팀장 확인."
F-010-001,S-010,Cornell 수의과대학,emergency,cat,중독 의심 시 대응(독성물질 섭취),,,,,,,,,,CALL_NOW,독성물질에 따라 중증 건강 문제로 진행 가능,구토|설사|발작|혈변·혈뇨|무기력|식욕 부진|멍(피하출혈)|코피|불규칙한 심박|배뇨 곤란|호흡곤란,,,,"""Signs of Poisoning"" 절 · ""What should I do if I think my cat has ingested something toxic?"" 절",2026-07-31,,ohb,"원문 'Call your veterinarian immediately. If your vet is not available, try a local emergency veterinary clinic or animal poison control help hotline' — 행동 지시가 명확해 CALL_NOW. 이 지시는 이 자료의 모든 독성물질 노출에 공통으로 적용되지만, 물질별 행마다 등급을 복사하면 '위험해 보여서 매긴 등급'이 되므로(01e 4장) 이 행에만 넣었다 — 팀장 확인. 발현 시각은 원문이 '독성물질에 따라 다르며 보호자가 이상을 알아챌 무렵엔 이미 위험할 수 있다'고만 해 onset 을 비웠다. 원문은 독극물 샘플이나 라벨을 병원에 가져가라고도 안내한다."
